gene._id,gene.bnumber,gene.name
RDBECOLIGNC01780,b3887,dtd
RDBECOLIGNC01781,b3888,madA
RDBECOLIGNC00278,b3891,fdhE
RDBECOLIGNC01784,b3892,fdoI
RDBECOLIGNC01785,b3893,fdoH
RDBECOLIGNC01788,b3896,yiiG
RDBECOLIGNC01789,b3897,frvR
RDBECOLIGNC01790,b3898,frvX
RDBECOLIGNC01791,b3899,frvB
RDBECOLIGNC01792,b3900,frvA
RDBECOLIGNC01793,b3901,rhaM
RDBECOLIGNC01800,b3915,fieF
RDBECOLIGNC00917,b3917,sbp
RDBECOLIGNC00134,b3918,cdh
RDBECOLIGNC01801,b3920,yiiQ
RDBECOLIGNC01802,b3921,yiiR
RDBECOLIGNC01806,b3929,rraA
RDBECOLIGNC01808,b3931,hslU
RDBECOLIGNC01617,b3932,hslV
RDBECOLIGNC01482,b3933,ftsN
RDBECOLIGNC00753,b3935,priA
RDBECOLIGNC00879,b3936,rpmE
RDBECOLIGNC01809,b3937,yiiX
RDBECOLIGNC01828,b3943,yijE
RDBECOLIGNC01829,b3944,yijF
RDBECOLIGNC01830,b3945,gldA
RDBECOLIGNC01831,b3946,fsaB
RDBECOLIGNC01832,b3947,ptsA
RDBECOLIGNC01833,b3949,frwC
RDBECOLIGNC01834,b3950,frwB
RDBECOLIGNC01835,b3951,pflD
RDBECOLIGNC01836,b3952,pflC
RDBECOLIGNC01837,b3953,frwD
RDBECOLIGNC01839,b3955,eptC
RDBECOLIGNC01360,b3963,fabR
RDBECOLIGNC01361,b3964,yijD
RDBECOLIGNC01184,b3972,murB
RDBECOLIGNC00119,b3973,birA
RDBECOLIGNC00912,b3974,coaA
RDBECOLIGNC00927,b3981,secE
RDBECOLIGNC00659,b3982,nusG
RDBECOLIGNC01392,b3989,yjaZ
RDBECOLIGNC01538,b3990,thiH
RDBECOLIGNC01537,b3991,thiG
RDBECOLIGNC01536,b3992,thiF
RDBECOLIGNC01535,b3993,thiE
RDBECOLIGNC01496,b3997,hemE
RDBECOLIGNC01840,b3998,nfi
RDBECOLIGNC01841,b3999,yjaG
RDBECOLIGNC01185,b4011,yjaA
RDBECOLIGNC01186,b4012,yjaB
RDBECOLIGNC01187,b4017,arpA
RDBECOLIGNC01846,b4022,rluF
RDBECOLIGNC01847,b4023,yjbD
RDBECOLIGNC01852,b4038,yjbI
RDBECOLIGNC01854,b4046,zur
RDBECOLIGNC01855,b4047,yjbL
RDBECOLIGNC01856,b4048,yjbM
RDBECOLIGNC01857,b4049,dusA
RDBECOLIGNC00230,b4052,dnaB
RDBECOLIGNC00001,b4053,alr
RDBECOLIGNC01864,b4064,ghxP
RDBECOLIGNC01865,b4065,yjcE
RDBECOLIGNC01876,b4080,mdtP
RDBECOLIGNC01877,b4081,mdtO
RDBECOLIGNC01878,b4082,mdtN
RDBECOLIGNC01879,b4083,yjcS
RDBECOLIGNC01880,b4084,alsK
RDBECOLIGNC00703,b4107,yjdN
RDBECOLIGNC00702,b4108,yjdM
RDBECOLIGNC04566,b4110,rdcB
RDBECOLIGNC01560,b4112,basS
RDBECOLIGNC01561,b4113,basR
RDBECOLIGNC04567,b4121,yjdF
RDBECOLIGNC04570,b4126,yjdI
RDBECOLIGNC04571,b4127,yjdJ
RDBECOLIGNC04572,b4128,ghoS
RDBECOLIGNC02302,b4130,dtpC
RDBECOLIGNC02064,b4135,dicD
RDBECOLIGNC02066,b4136,dsbD
RDBECOLIGNC02065,b4137,cutA
RDBECOLIGNC04575,b4144,yjeI
RDBECOLIGNC02000,b4147,efp
RDBECOLIGNC01562,b4148,gdx
RDBECOLIGNC01190,b4155,epmA
RDBECOLIGNC04579,b4157,yjeN
RDBECOLIGNC04580,b4158,yjeO
RDBECOLIGNC02475,b4163,glyV
RDBECOLIGNC02477,b4164,glyX
RDBECOLIGNC02478,b4165,glyY
RDBECOLIGNC04584,b4166,queG
RDBECOLIGNC04585,b4176,yjeT
RDBECOLIGNC01191,b4178,nsrR
RDBECOLIGNC04586,b4180,rlmB
RDBECOLIGNC04587,b4181,yjfI
RDBECOLIGNC04588,b4182,yjfJ
RDBECOLIGNC04589,b4183,yjfK
RDBECOLIGNC04590,b4184,yjfL
RDBECOLIGNC04591,b4185,yjfM
RDBECOLIGNC01743,b4186,yjfC
RDBECOLIGNC04595,b4191,ulaR
RDBECOLIGNC04603,b4205,ytfA
RDBECOLIGNC04607,b4210,ytfF
RDBECOLIGNC04608,b4211,qorB
RDBECOLIGNC04609,b4212,ytfH
RDBECOLIGNC04610,b4215,ytfI
RDBECOLIGNC04613,b4218,paeA
RDBECOLIGNC04614,b4220,tamA
RDBECOLIGNC04615,b4221,tamB
RDBECOLIGNC01997,b4225,chpB
RDBECOLIGNC00745,b4226,ppa
RDBECOLIGNC01375,b4234,yjgA
RDBECOLIGNC00731,b4235,tldE
RDBECOLIGNC04623,b4252,tabA
RDBECOLIGNC04624,b4253,yjgL
RDBECOLIGNC04625,b4255,rraB
RDBECOLIGNC01055,b4258,valS
RDBECOLIGNC01378,b4259,holC
RDBECOLIGNC04628,b4261,lptF
RDBECOLIGNC04629,b4262,lptG
RDBECOLIGNC04630,b4263,yjgR
RDBECOLIGNC01399,b4269,ahr
RDBECOLIGNC02227,b4271,intB
RDBECOLIGNC04634,b4272,insC6
RDBECOLIGNC04635,b4273,insD6
RDBECOLIGNC04638,b4277,yjgZ
RDBECOLIGNC04639,b4278,insG
RDBECOLIGNC04641,b4281,yjhD
RDBECOLIGNC04642,b4282,yjhE
RDBECOLIGNC04644,b4284,insI3
RDBECOLIGNC04645,b4286,yjhV
RDBECOLIGNC04646,b4294,insA7
RDBECOLIGNC04647,b4295,yjhU
RDBECOLIGNC02314,b4296,yjhF
RDBECOLIGNC04654,b4306,yjhP
RDBECOLIGNC04655,b4307,yjhQ
RDBECOLIGNC04656,b4308,yjhR
RDBECOLIGNC04662,b4327,hypT
RDBECOLIGNC04663,b4328,iadA
RDBECOLIGNC04664,b4329,yjiG
RDBECOLIGNC04665,b4330,yjiH
RDBECOLIGNC04666,b4331,kptA
RDBECOLIGNC04667,b4332,yjiJ
RDBECOLIGNC04668,b4333,yjiK
RDBECOLIGNC04670,b4335,yjiM
RDBECOLIGNC04674,b4341,yjiS
RDBECOLIGNC00567,b4345,mcrC
RDBECOLIGNC00453,b4348,hsdS
RDBECOLIGNC00451,b4349,hsdM
RDBECOLIGNC00452,b4350,hsdR
RDBECOLIGNC00604,b4351,mrr
RDBECOLIGNC00018,b4352,yjiA
RDBECOLIGNC04677,b4353,yjiX
RDBECOLIGNC02320,b4356,lgoT
RDBECOLIGNC02321,b4359,opgB
RDBECOLIGNC01193,b4360,yjjA
RDBECOLIGNC00231,b4361,dnaC
RDBECOLIGNC00238,b4362,dnaT
RDBECOLIGNC01194,b4363,yjjB
RDBECOLIGNC04685,b4371,rsmC
RDBECOLIGNC01379,b4372,holD
RDBECOLIGNC00840,b4373,rimI
RDBECOLIGNC02014,b4374,yjjG
RDBECOLIGNC04686,b4377,yjjU
RDBECOLIGNC04687,b4378,yjjV
RDBECOLIGNC04688,b4379,yjjW
RDBECOLIGNC02061,b4380,yjjI
RDBECOLIGNC02212,b4385,hipH
RDBECOLIGNC01727,b4386,lplA
RDBECOLIGNC01268,b4389,radA
RDBECOLIGNC01305,b4390,nadR
RDBECOLIGNC02322,b4394,yjjX
RDBECOLIGNC02055,b4395,ytjC
RDBECOLIGNC02181,b4403,yjtD
RDBECOLIGNC02951,b4407,thiS
RDBECOLIGNC02928,b4409,blr
RDBECOLIGNC02930,b4412,hokC
RDBECOLIGNC02931,b4413,sokC
RDBECOLIGNC02866,b4418,sraB
RDBECOLIGNC02933,b4419,ldrA
RDBECOLIGNC02934,b4420,rdlA
RDBECOLIGNC02935,b4421,ldrB
RDBECOLIGNC02936,b4422,rdlB
RDBECOLIGNC02937,b4423,ldrC
RDBECOLIGNC02938,b4424,rdlC
RDBECOLIGNC02939,b4425,rttR
RDBECOLIGNC02940,b4428,hokB
RDBECOLIGNC02941,b4429,sokB
RDBECOLIGNC02879,b4430,rydB
RDBECOLIGNC02868,b4432,ryeA
RDBECOLIGNC02885,b4433,sdsR
RDBECOLIGNC02887,b4437,sibB
RDBECOLIGNC02881,b4440,ryfA
RDBECOLIGNC02869,b4442,micA
RDBECOLIGNC02888,b4446,sibC
RDBECOLIGNC02912,b4447,sibD
RDBECOLIGNC02873,b4449,sraG
RDBECOLIGNC02914,b4453,ldrD
RDBECOLIGNC02915,b4454,rdlD
RDBECOLIGNC02942,b4455,hokA
RDBECOLIGNC02876,b4456,glmZ
RDBECOLIGNC02878,b4459,ryjA
RDBECOLIGNC04210,b4462,ygaQ
RDBECOLIGNC04252,b4463,ygcU
RDBECOLIGNC04314,b4464,ghxQ
RDBECOLIGNC04374,b4469,ygiQ
RDBECOLIGNC04484,b4472,yhdP
RDBECOLIGNC01551,b4473,smf
RDBECOLIGNC01423,b4482,yigE
RDBECOLIGNC01438,b4483,tatD
RDBECOLIGNC01352,b4486,yjiV
RDBECOLIGNC03473,b4491,ycgH
RDBECOLIGNC03582,b4492,ydbA
RDBECOLIGNC03778,b4494,arpB
RDBECOLIGNC03890,b4495,yedN
RDBECOLIGNC03899,b4496,yedS
RDBECOLIGNC03910,b4497,yeeL
RDBECOLIGNC02053,b4498,gatR
RDBECOLIGNC03988,b4500,yfaS
RDBECOLIGNC02571,b4503,yafF
RDBECOLIGNC02572,b4504,ykfH
RDBECOLIGNC02575,b4509,ylcG
RDBECOLIGNC02576,b4510,rzoD
RDBECOLIGNC02578,b4512,ybdD
RDBECOLIGNC02580,b4514,ybfQ
RDBECOLIGNC02581,b4515,cydX
RDBECOLIGNC02570,b4516,insA4
RDBECOLIGNC02944,b4517,gnsA
RDBECOLIGNC02582,b4518,ymdF
RDBECOLIGNC02635,b4519,icdC
RDBECOLIGNC02569,b4520,ymgF
RDBECOLIGNC02583,b4521,ycgI
RDBECOLIGNC02916,b4526,ydaE
RDBECOLIGNC02586,b4527,ydaF
RDBECOLIGNC02587,b4528,rzoR
RDBECOLIGNC02588,b4529,ydbJ
RDBECOLIGNC02590,b4533,ynfO
RDBECOLIGNC02637,b4534,ynfP
RDBECOLIGNC02591,b4535,yniD
RDBECOLIGNC02592,b4536,yobH
RDBECOLIGNC02593,b4537,yecJ
RDBECOLIGNC02594,b4538,yoeF
RDBECOLIGNC02595,b4541,yehK
RDBECOLIGNC02638,b4543,ypaA
RDBECOLIGNC02598,b4545,ypdJ
RDBECOLIGNC02599,b4546,ypeB
RDBECOLIGNC02602,b4550,arfA
RDBECOLIGNC02603,b4551,yheV
RDBECOLIGNC02604,b4553,ysaB
RDBECOLIGNC02606,b4555,yicS
RDBECOLIGNC02607,b4557,yidD
RDBECOLIGNC02608,b4558,lptM
RDBECOLIGNC02609,b4559,ghoT
RDBECOLIGNC02610,b4566,topAI
RDBECOLIGNC02612,b4568,ytjA
RDBECOLIGNC04465,b4569,yhcE
RDBECOLIGNC03554,b4570,lomR
RDBECOLIGNC01908,b4571,wbbL
RDBECOLIGNC03167,b4572,allG
RDBECOLIGNC03494,b4573,insZ
RDBECOLIGNC04637,b4575,yjgX
RDBECOLIGNC03102,b4579,yaiX
RDBECOLIGNC03109,b4580,yaiT
RDBECOLIGNC02090,b4581,ybeM
RDBECOLIGNC04672,b4584,rpnD
RDBECOLIGNC02920,b4585,chiX
RDBECOLIGNC02644,b4586,ykfM
RDBECOLIGNC03026,b4587,insN
RDBECOLIGNC02645,b4588,ylcH
RDBECOLIGNC02646,b4589,ylcI
RDBECOLIGNC02650,b4593,ymgI
RDBECOLIGNC02651,b4594,ymgJ
RDBECOLIGNC02891,b4595,yciY
RDBECOLIGNC02889,b4598,yncL
RDBECOLIGNC02654,b4601,ydgU
RDBECOLIGNC02655,b4602,cydH
RDBECOLIGNC02642,b4603,rseX
RDBECOLIGNC02656,b4604,yojO
RDBECOLIGNC02657,b4605,ypaB
RDBECOLIGNC02890,b4606,ypfM
RDBECOLIGNC02659,b4608,ohsC
RDBECOLIGNC02660,b4609,ryfD
RDBECOLIGNC02661,b4610,ygdT
RDBECOLIGNC02663,b4612,yrhD
RDBECOLIGNC02665,b4615,yibV
RDBECOLIGNC02566,b4616,istR
RDBECOLIGNC02666,b4620,yjbT
RDBECOLIGNC02667,b4621,yjbS
RDBECOLIGNC02668,b4622,ytcA
RDBECOLIGNC04643,b4623,insO
RDBECOLIGNC02670,b4625,symR
RDBECOLIGNC02775,b4626,ykfN
RDBECOLIGNC02776,b4630,ykgP
RDBECOLIGNC02773,b4632,ylbI
RDBECOLIGNC02777,b4633,xisD
RDBECOLIGNC02778,b4634,aaaD
RDBECOLIGNC02738,b4638,ttcC
RDBECOLIGNC02732,b4644,ypjI
RDBECOLIGNC02745,b4650,yibS
RDBECOLIGNC02673,b4655,ythA
RDBECOLIGNC02751,b4657,yjhZ
RDBECOLIGNC04364,b4658,yghX
RDBECOLIGNC02106,b4660,yhiL
RDBECOLIGNC04039,b4661,yfcU
RDBECOLIGNC02677,b4664,ibsD
RDBECOLIGNC02678,b4665,ibsC
RDBECOLIGNC02676,b4666,ibsE
RDBECOLIGNC02680,b4667,ibsA
RDBECOLIGNC02679,b4668,ibsB
RDBECOLIGNC02752,b4672,ymiB
RDBECOLIGNC02687,b4674,ynbG
RDBECOLIGNC02689,b4675,yoaJ
RDBECOLIGNC02690,b4676,yoaK
RDBECOLIGNC02685,b4677,yobI
RDBECOLIGNC02684,b4678,yoeI
RDBECOLIGNC02693,b4679,yohP
RDBECOLIGNC02688,b4680,ypdK
RDBECOLIGNC02696,b4682,yqcG
RDBECOLIGNC02691,b4683,yqeL
RDBECOLIGNC02697,b4684,yqfG
RDBECOLIGNC02692,b4685,yrbN
RDBECOLIGNC02698,b4686,yshB
RDBECOLIGNC02753,b4688,ykgS
RDBECOLIGNC02754,b4689,rzoQ
RDBECOLIGNC02705,b4690,eyeA
RDBECOLIGNC02779,b4692,oweE
RDBECOLIGNC02780,b4693,aaaE
RDBECOLIGNC01711,b4696,yneO
RDBECOLIGNC02704,b4701,sokX
RDBECOLIGNC02716,b4703,pmrR
RDBECOLIGNC02703,b4704,arrS
RDBECOLIGNC02728,b4709,insA9
RDBECOLIGNC02727,b4710,insB9
RDBECOLIGNC02729,b4711,insH21
RDBECOLIGNC02721,b4712,agrA
RDBECOLIGNC02722,b4713,agrB
RDBECOLIGNC02723,b4714,ralA
RDBECOLIGNC02730,b4715,ytiA
RDBECOLIGNC02724,b4717,micL
RDBECOLIGNC02708,b4719,sdsN
RDBECOLIGNC02762,b4723,ymcF
RDBECOLIGNC02763,b4724,ynfQ
RDBECOLIGNC02781,b4726,yabR
RDBECOLIGNC02782,b4727,yacM
RDBECOLIGNC02783,b4728,yadW
RDBECOLIGNC02784,b4729,ykgV
RDBECOLIGNC02785,b4730,yahV
RDBECOLIGNC02786,b4731,ykiC
RDBECOLIGNC02787,b4732,ykiD
RDBECOLIGNC02788,b4733,ylcJ
RDBECOLIGNC02789,b4734,yldA
RDBECOLIGNC02790,b4735,ybgU
RDBECOLIGNC02792,b4737,ymdG
RDBECOLIGNC02793,b4738,ymgK
RDBECOLIGNC02794,b4739,ymgL
RDBECOLIGNC02795,b4740,ymgM
RDBECOLIGNC02900,b4743,ynaL
RDBECOLIGNC02798,b4744,ynaM
RDBECOLIGNC02799,b4745,yncO
RDBECOLIGNC02800,b4746,yddY
RDBECOLIGNC02801,b4747,yneP
RDBECOLIGNC02802,b4748,ynfT
RDBECOLIGNC02803,b4749,ynfR
RDBECOLIGNC02804,b4750,ynfS
RDBECOLIGNC02805,b4751,yoaL
RDBECOLIGNC02806,b4752,yecU
RDBECOLIGNC02807,b4753,yqfH
RDBECOLIGNC02808,b4754,yqfI
RDBECOLIGNC02809,b4755,yqhI
RDBECOLIGNC02810,b4756,yqiD
RDBECOLIGNC02811,b4757,ysdD
RDBECOLIGNC02726,b4759,3'ETS-<i>leuZ</i>
RDBECOLIGNC02923,b4761,sroE
RDBECOLIGNC02813,b4765,yadX
RDBECOLIGNC02814,b4766,argL
RDBECOLIGNC02815,b4767,ytiB
RDBECOLIGNC02816,b4768,ybgV
RDBECOLIGNC02817,b4769,ybiE
RDBECOLIGNC02818,b4770,yljB
RDBECOLIGNC02819,b4771,ychT
RDBECOLIGNC02820,b4772,ymiD
RDBECOLIGNC02821,b4773,ynaN
RDBECOLIGNC02822,b4774,yncP
RDBECOLIGNC02823,b4775,mgtT
RDBECOLIGNC02824,b4776,ynfU
RDBECOLIGNC02826,b4778,yecV
RDBECOLIGNC02827,b4779,yoaM
RDBECOLIGNC02828,b4780,yodE
RDBECOLIGNC02830,b4782,pssL
RDBECOLIGNC02831,b4783,yfiS
RDBECOLIGNC02832,b4784,yqgG
RDBECOLIGNC02833,b4785,yqgH
RDBECOLIGNC02834,b4786,yqhJ
RDBECOLIGNC02835,b4787,yqiM
RDBECOLIGNC02836,b4788,yhgO
RDBECOLIGNC02837,b4789,yhgP
RDBECOLIGNC02838,b4790,yhiY
RDBECOLIGNC02839,b4791,yriA
RDBECOLIGNC02840,b4792,yriB
RDBECOLIGNC02841,b4793,ysaE
RDBECOLIGNC02842,b4794,baxL
RDBECOLIGNC02843,b4795,yibX
RDBECOLIGNC02844,b4796,yibY
RDBECOLIGNC02845,b4797,yicU
RDBECOLIGNC02846,b4798,ysdE
RDBECOLIGNC02847,b4799,ysgD
RDBECOLIGNC02848,b4800,ytgA
RDBECOLIGNC02849,b4801,ykiE
RDBECOLIGNC02850,b4802,ythB
RDBECOLIGNC02897,b4806,C0293
RDBECOLIGNC02858,b4809,ispZ
RDBECOLIGNC02860,b4811,timR
RDBECOLIGNC02861,b4812,timP
RDBECOLIGNC04715,b4814,zbiJ
RDBECOLIGNC04716,b4815,ykfO
RDBECOLIGNC04717,b4816,ymgN
RDBECOLIGNC04718,b4817,ynhH
RDBECOLIGNC04719,b4818,yoeJ
RDBECOLIGNC04720,b4819,ypeD
RDBECOLIGNC04721,b4820,yrfJ
RDBECOLIGNC04725,b4821,ytcB
RDBECOLIGNC04722,b4822,ytgB
RDBECOLIGNC04723,b4823,ytiE
RDBECOLIGNC04724,b4824,ytjE
RDBECOLIGNC04726,b4825,aspX
RDBECOLIGNC04727,b4826,flgO
RDBECOLIGNC04731,b4830,aceK-int
RDBECOLIGNC04732,b4831,allZ
RDBECOLIGNC04733,b4832,bhsB
RDBECOLIGNC04734,b4833,kilS
RDBECOLIGNC04735,b4834,xylZ
RDBECOLIGNC04736,b4835,sokE
RDBECOLIGNC04741,b4839,asflhD
RDBECOLIGNC04742,b4840,stfZ
RDBECOLIGNC04743,b4841,ascrp
RDBECOLIGNC04744,b4842,asompR
RDBECOLIGNC04745,b4843,asphoP
RDBECOLIGNC04746,b4844,ameF
RDBECOLIGNC04747,b4845,xtpA
RDBECOLIGNC04748,b4846,yrdG
RDBECOLIGNC02715,,G0-10706
RDBECOLIGNC02918,,alaB
RDBECOLIGNC02955,,dgd
RDBECOLIGNC02621,,insAB1
RDBECOLIGNC02623,,insAB2
RDBECOLIGNC02624,,insAB3
RDBECOLIGNC02622,,insAB4
RDBECOLIGNC02625,,insAB5
RDBECOLIGNC02626,,insAB6
RDBECOLIGNC02627,,insCD1
RDBECOLIGNC02628,,insCD2
RDBECOLIGNC02629,,insCD3
RDBECOLIGNC02630,,insCD4
RDBECOLIGNC02631,,insCD5
RDBECOLIGNC02632,,insCD6
RDBECOLIGNC02616,,insEF1
RDBECOLIGNC02618,,insEF2
RDBECOLIGNC02619,,insEF3
RDBECOLIGNC02620,,insEF4
RDBECOLIGNC02617,,insEF5
RDBECOLIGNC02675,,insJK
RDBECOLIGNC02855,,ipeX
RDBECOLIGNC02766,,naRNA1
RDBECOLIGNC02767,,naRNA2
RDBECOLIGNC02768,,naRNA3
RDBECOLIGNC02769,,naRNA4
RDBECOLIGNC02770,,naRNA5
RDBECOLIGNC02771,,naRNA6
RDBECOLIGNC02720,,nc1
RDBECOLIGNC02710,,och5
RDBECOLIGNC02852,,orzP
RDBECOLIGNC02725,,ryeG
RDBECOLIGNC02865,,sraA
